Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tokkan', 'YAVUZ', '05379199371', 'ERKEK', '1976-02-23 0:0:0', 267);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Özdoğal', 'ÖNCEL', '05392954534', 'ERKEK', '1995-07-07 0:0:0', 843);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Konurata', 'KINIK', '05366221392', 'ERKEK', '2004-12-24 0:0:0', 893);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Akçığır', 'BAŞAR', '05335372841', 'ERKEK', '1969-12-11 0:0:0', 708);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Acarman', 'YILMAZ', '05346350150', 'ERKEK', '1955-08-25 0:0:0', 620);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülbeniz', 'YANMAZ', '05328325233', 'KADIN', '1950-02-02 0:0:0', 854);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Berivan', 'AYDIN', '05367431544', 'KADIN', '1940-10-05 0:0:0', 161);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Husret', 'GÜREL', '05366282455', 'ERKEK', '1961-07-19 0:0:0', 210);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Balsarı', 'ALP', '05374835804', 'KADIN', '1943-12-14 0:0:0', 126);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Musafat', 'AYDUĞAN', '05317932563', 'ERKEK', '1962-01-11 0:0:0', 279);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Takiyettin', 'GÜMÜŞ', '05314181713', 'ERKEK', '1964-05-25 0:0:0', 20);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ünsiye', 'BİNNETOĞLU', '05303531990', 'KADIN', '1954-05-07 0:0:0', 462);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nursun', 'HÜSEYİNOĞLU', '05322249113', 'KADIN', '1992-12-25 0:0:0', 343);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İyisoy', 'KABAKUŞ', '05337630843', 'ERKEK', '1977-05-19 0:0:0', 51);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bahtişen', 'KUTLUCAN BAĞCI', '05386989503', 'KADIN', '1958-02-02 0:0:0', 353);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Siren', 'YAKIŞAN', '05354509574', 'KADIN', '1966-05-12 0:0:0', 556);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hayrunisa', 'MERTOL', '05381694389', 'KADIN', '1949-07-25 0:0:0', 894);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Baykan', 'BAYRAK', '05323507435', 'ERKEK', '2001-12-07 0:0:0', 655);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Asfer', 'KUŞ', '05301075822', 'KADIN', '1964-02-22 0:0:0', 504);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Abdulmenav', 'AKSAÇ', '05335976160', 'ERKEK', '1999-07-27 0:0:0', 22);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Lütfiye', 'KUTLAR', '05343329604', 'KADIN', '1980-10-12 0:0:0', 70);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Şekibe', 'HEYBET', '05359370148', 'KADIN', '1967-04-12 0:0:0', 486);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Yabalak', 'ATALAY', '05351665984', 'ERKEK', '2000-12-12 0:0:0', 813);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Özarı', 'KOÇYİĞİT', '05377204044', 'ERKEK', '1998-08-17 0:0:0', 151);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Berkkalp', 'DEDE', '05397375663', 'ERKEK', '1949-03-26 0:0:0', 874);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gıyas', 'KARAKUM', '05336782648', 'ERKEK', '1973-09-21 0:0:0', 424);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aydanarı', 'GÜLDAMLA', '05325603127', 'KADIN', '1981-02-20 0:0:0', 500);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Zehra', 'ATEŞ', '05394200600', 'KADIN', '1965-01-19 0:0:0', 288);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Durhasan', 'TOPALOĞLU', '05342189513', 'ERKEK', '1957-09-22 0:0:0', 372);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Refi', 'OKUR', '05347565951', 'ERKEK', '1974-12-19 0:0:0', 799);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Erva', 'ŞANLIER', '05349549237', 'KADIN', '1945-06-15 0:0:0', 27);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ushan', 'OYNAK', '05369431685', 'ERKEK', '1948-10-17 0:0:0', 183);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Seyfettin', 'GÜNDÜZ', '05334874311', 'ERKEK', '1996-06-12 0:0:0', 230);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Güldüren', 'BALCI', '05386667376', 'KADIN', '1980-01-10 0:0:0', 319);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Rıfkıye', 'ŞAHİN', '05372034040', 'KADIN', '1987-10-18 0:0:0', 871);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Şahan', 'DADALI', '05328827469', 'ERKEK', '1988-12-01 0:0:0', 99);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Alabay', 'AVCI', '05336784221', 'ERKEK', '1960-10-12 0:0:0', 31);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Afettin', 'KELERCİOĞLU', '05371161902', 'ERKEK', '1983-02-02 0:0:0', 92);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nüvide', 'KARAMANLI', '05348888080', 'KADIN', '1993-07-24 0:0:0', 648);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Abaca', 'TOKTAŞ', '05398911210', 'KADIN', '1966-05-25 0:0:0', 334);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Emiray', 'GÜRBOSTAN', '05386797642', 'KADIN', '1990-09-03 0:0:0', 324);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Küpra', 'KILAVUZ', '05332538345', 'KADIN', '1955-10-24 0:0:0', 526);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gücalp', 'EKER', '05312298502', 'ERKEK', '1946-11-20 0:0:0', 866);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Fadimana', 'FİLİZ', '05323838760', 'KADIN', '1971-04-09 0:0:0', 291);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gadiriye', 'KIZANOĞLU', '05356843972', 'KADIN', '1982-03-25 0:0:0', 332);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hayırgül', 'KAÇER', '05341050669', 'KADIN', '1943-10-12 0:0:0', 517);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Reyis', 'SEVİMLİ', '05317733772', 'ERKEK', '1984-05-21 0:0:0', 98);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İzlifet', 'BAYMAK', '05392477204', 'KADIN', '1942-01-24 0:0:0', 170);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Enise', 'ARSLANKEÇECİOĞLU', '05383993352', 'KADIN', '1942-01-12 0:0:0', 772);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mahra', 'DUMLUDAĞ', '05364450652', 'ERKEK', '1971-11-10 0:0:0', 669);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Öskan', 'ERTAŞ', '05393653019', 'ERKEK', '1974-08-19 0:0:0', 77);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Canfide', 'KIZMAZ', '05345811145', 'KADIN', '1983-06-07 0:0:0', 830);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Oğuş', 'BÜYÜKBULUT', '05372698215', 'ERKEK', '1946-07-17 0:0:0', 624);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülveren', 'MERT', '05313804102', 'KADIN', '1995-10-02 0:0:0', 515);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kantürk', 'YAŞİT', '05323910414', 'ERKEK', '1955-04-25 0:0:0', 235);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Narhatun', 'GEDİK YILMAZ', '05338832457', 'KADIN', '1947-12-19 0:0:0', 214);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Oğultekin', 'BÜRKÜK', '05305926329', 'ERKEK', '1961-10-11 0:0:0', 5);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Zican', 'GÖRMELİ', '05306418636', 'KADIN', '1968-09-16 0:0:0', 103);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Vahibe', 'AKIŞ', '05391302107', 'KADIN', '1995-05-13 0:0:0', 269);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Deryadil', 'KILINÇ', '05396801176', 'ERKEK', '1996-06-15 0:0:0', 615);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Cüneyt', 'KASKALAN', '05399228315', 'ERKEK', '1981-12-22 0:0:0', 896);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Dik', 'AYYILDIZ', '05331798998', 'ERKEK', '1983-07-20 0:0:0', 549);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ulutay', 'ACARBULUT', '05327584865', 'ERKEK', '1988-09-17 0:0:0', 373);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Fazilet', 'SAF', '05376636523', 'KADIN', '1991-04-23 0:0:0', 747);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bedih', 'KAYA', '05338929140', 'ERKEK', '1986-02-02 0:0:0', 101);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Güneral', 'ÖZÇELİK', '05381371198', 'ERKEK', '1997-02-20 0:0:0', 245);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Fersan', 'DEMİRTAŞ', '05304846546', 'ERKEK', '1943-12-27 0:0:0', 521);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Huceste', 'BAKAR', '05366781712', 'KADIN', '1971-11-05 0:0:0', 136);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Piltan', 'DEMİR', '05307108370', 'KADIN', '1954-07-15 0:0:0', 227);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Uçhan', 'BÜYÜKCERAN', '05376687011', 'ERKEK', '1999-08-18 0:0:0', 887);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Beybolat', 'KUDAY', '05377639649', 'ERKEK', '1999-08-18 0:0:0', 611);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Recepali', 'TURAÇ', '05377433824', 'ERKEK', '2004-05-23 0:0:0', 173);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gökser', 'BERBER', '05335369625', 'ERKEK', '1960-06-13 0:0:0', 686);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sart', 'KARADUMAN', '05346753525', 'ERKEK', '1943-12-03 0:0:0', 16);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hayır', 'AYCAN', '05399500521', 'ERKEK', '1948-03-18 0:0:0', 759);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mutlutekin', 'CILIZ BASHEER', '05385337780', 'ERKEK', '1971-04-09 0:0:0', 534);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Erçetin', 'ORMAN', '05328392869', 'ERKEK', '1962-03-18 0:0:0', 199);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Şahiner', 'SEVİNÇ', '05323182365', 'ERKEK', '1941-07-12 0:0:0', 770);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Yalman', 'GÜNAY', '05371955650', 'ERKEK', '1956-06-01 0:0:0', 261);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Koldan', 'DEMİRER', '05361907122', 'ERKEK', '1940-05-23 0:0:0', 514);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Toktaş', 'SAKALLI', '05327002138', 'ERKEK', '1969-03-02 0:0:0', 883);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sargınal', 'ISSI', '05336583519', 'ERKEK', '1964-08-03 0:0:0', 336);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nilşah', 'SÜRÜM', '05381582344', 'KADIN', '1959-12-04 0:0:0', 45);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Boncuk', 'AHISKALI', '05372664015', 'KADIN', '2000-06-11 0:0:0', 21);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İmre', 'AYDIN', '05393899192', 'ERKEK', '1981-06-26 0:0:0', 6);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Dilâra', 'ÇELİK', '05367491958', 'KADIN', '1986-05-25 0:0:0', 790);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ayna', 'ORAL', '05365083371', 'KADIN', '1954-07-24 0:0:0', 806);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Maksüde', 'ÇAKMAK', '05372618181', 'KADIN', '1954-05-14 0:0:0', 226);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İlhami', 'DUMAN', '05327820420', 'ERKEK', '1977-10-21 0:0:0', 535);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Parlak', 'BABA', '05346949025', 'KADIN', '1988-12-07 0:0:0', 501);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mestur', 'ERDEM', '05367077026', 'ERKEK', '1941-11-18 0:0:0', 3);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aytar', 'ERSÖZ', '05384465555', 'ERKEK', '1945-01-01 0:0:0', 49);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nebihat', 'CAN', '05349221572', 'KADIN', '1944-02-19 0:0:0', 171);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aköz', 'YÜCEL', '05308059791', 'ERKEK', '1955-10-14 0:0:0', 370);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mukaddem', 'ŞENTÜRK', '05339494701', 'ERKEK', '1997-08-24 0:0:0', 194);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mezun', 'KARAHAN', '05351238024', 'ERKEK', '2003-10-06 0:0:0', 795);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hanperi', 'KOPTUR', '05382820451', 'KADIN', '1982-05-18 0:0:0', 340);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Borataş', 'GÜVEN', '05345537859', 'ERKEK', '1950-07-27 0:0:0', 621);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Beyaz', 'DEMİREL', '05315900172', 'KADIN', '1975-11-09 0:0:0', 364);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ömlüye', 'GİRAY', '05382960681', 'KADIN', '1989-06-05 0:0:0', 499);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ruhan', 'ALĞAN', '05371441627', 'KADIN', '1977-08-25 0:0:0', 374);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mikolaj', 'BULUÇ', '05322998026', 'ERKEK', '1943-07-26 0:0:0', 536);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İclal', 'NASIROĞLU', '05357547220', 'KADIN', '1950-01-03 0:0:0', 407);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Keşfi', 'SEVEN', '05336685051', 'ERKEK', '1975-03-01 0:0:0', 314);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Erenel', 'BEKTAŞ', '05393975679', 'ERKEK', '1994-07-09 0:0:0', 832);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nazlıhan', 'TÖNGE', '05324786213', 'KADIN', '1998-01-24 0:0:0', 642);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Erol', 'AYDOĞAN', '05345693932', 'ERKEK', '1977-05-18 0:0:0', 630);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hafıza', 'GÖRDÜK', '05371365783', 'KADIN', '1978-08-09 0:0:0', 734);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ülke', 'KILIÇ', '05368374603', 'KADIN', '1977-12-23 0:0:0', 10);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Cura', 'AVCIOĞLU', '05337682432', 'ERKEK', '1948-02-14 0:0:0', 610);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tayanç', 'SANCAR', '05312620101', 'ERKEK', '1984-09-17 0:0:0', 66);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gizer', 'AKIN', '05309726676', 'ERKEK', '1940-11-21 0:0:0', 856);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Damlagül', 'BAKLACI', '05362124790', 'KADIN', '1944-11-18 0:0:0', 675);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Doru', 'ÖZDEMİR', '05331947707', 'ERKEK', '1998-06-13 0:0:0', 30);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Akbayar', 'TAZEOĞLU', '05398828151', 'ERKEK', '1974-10-03 0:0:0', 766);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Havvane', 'GÜLŞEN', '05332639830', 'KADIN', '1991-05-14 0:0:0', 661);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sarıbay', 'AKKAYA', '05328745173', 'ERKEK', '1978-10-03 0:0:0', 308);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Yücetürk', 'İŞGÖREN', '05301432043', 'ERKEK', '1940-11-20 0:0:0', 656);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Rana', 'BARAN', '05375198898', 'KADIN', '1945-08-15 0:0:0', 756);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hisar', 'AKTAŞ', '05328596668', 'ERKEK', '1962-01-17 0:0:0', 513);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Soydaş', 'BARAN', '05336414583', 'ERKEK', '1967-09-01 0:0:0', 745);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aktay', 'ÜNAL', '05365881519', 'ERKEK', '1993-10-02 0:0:0', 81);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Zekâvet', 'BİLİCİ', '05327282496', 'KADIN', '1962-09-27 0:0:0', 773);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Batıhan', 'ÖZÇAY', '05389223089', 'ERKEK', '1946-11-24 0:0:0', 538);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Törüm', 'KESKİN', '05323036885', 'ERKEK', '1946-06-05 0:0:0', 657);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Yinanç', 'BAL', '05309409345', 'ERKEK', '1958-03-19 0:0:0', 458);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Attilâ', 'GÜRBÜZ', '05344771182', 'ERKEK', '1940-11-12 0:0:0', 797);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mekiye', 'BAL', '05361921508', 'KADIN', '1984-06-21 0:0:0', 363);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülüşan', 'BÖLÜK', '05396945046', 'KADIN', '1986-11-18 0:0:0', 26);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Güçmen', 'DEMİRTAŞ', '05393986989', 'ERKEK', '1948-07-27 0:0:0', 807);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülter', 'CANDANER', '05318608423', 'KADIN', '1946-02-13 0:0:0', 344);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Halisa', 'TUNCEL', '05385413279', 'KADIN', '1970-01-24 0:0:0', 839);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nurlan', 'GÖRMÜŞ', '05364725732', 'KADIN', '2000-05-08 0:0:0', 717);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sait', 'YAKAR', '05307252178', 'ERKEK', '1946-09-16 0:0:0', 216);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Karamık', 'KORKMAZ', '05368192348', 'ERKEK', '1952-04-11 0:0:0', 420);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Türkili', 'AKDEMİR', '05335915311', 'ERKEK', '1949-07-08 0:0:0', 892);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Cangül', 'YANNİ', '05391199340', 'KADIN', '1969-09-08 0:0:0', 741);
